ID_Venta,Producto,Ciudad,Categoria,Precio_Unitario,Cantidad,Fecha_Venta,Cliente,Email,Telefono,Direccion,Metodo_Pago,Estado,Comentario,Descuento
22,Administration,New Reginaldmouth,Despite,1300,16,2023-07-10T00:00:00Z,Dr. Monica Woods,rdaugherty@example.net,001-557-543-1910,"18235 Carl Garden Apt. 025 Lake Miranda, LA 16737",tarjeta,En camino,Sin comentario,39
6,Education,Kevinton,Letter,2800,25,2023-06-07T00:00:00Z,Cynthia Hayes,brianboyd@example.org,1753175834,USS Fuller FPO AA 30334,tarjeta,Entregado,Producto defectuoso,30
15,Just,Jodichester,Job,1600,21,2023-08-13T00:00:00Z,Roger*stephens,eric24@example.com,2805046212,"233 Peterson Canyon Tranmouth, ND 40770",tarjeta,En camino,Producto defectuoso,12
7,Dog,Jodichester,Group,700,11,2023-07-15T00:00:00Z,Jennifer Holmes,edward94@example.org,525-194-7529,"507 Johnson Port Banksshire, AK 72140",efectivo,Entregado,Producto defectuoso,38
9,Owner,Port Alexachester,Despite,2300,9,2023-06-17T00:00:00Z,Karl Cardenas,estesjon@example.org,(101)988-9703x8562,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,Entregado,Producto defectuoso,98
8,Education,North Jasmine,Finish,900,11,2023-09-12T00:00:00Z,Mark Mays.,karaware@example.net,557.193.8141,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",tarjeta,En camino,Producto defectuoso,18
4,Song,Milesburgh,Movement,200,21,2023-09-23T00:00:00Z,Cynthia Hayes,eric87@example.org,001-890-231-3672x1535,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",tarjeta,Entregado,Sin comentario,55
24,If,Nguyenshire,Tv,700,7,2023-08-17T00:00:00Z,David Norton.,krystalmcdaniel@example.org,4914742586,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",efectivo,En camino,Sin comentario,98
30,Six,Lake Juan,Letter,2600,10,2023-09-23T00:00:00Z,daniel Garcia,david09@example.com,2805046212,"50604 Anthony Villages New William, ME 95446",efectivo,En camino,Sin comentario,25
15,Administration,Andrewside,Individual,700,23,2023-09-01T00:00:00Z,Juan Manning,vhill@example.org,525-194-7529,"769 Dickerson Drive Jasminemouth, HI 08895",tarjeta,Entregado,Producto defectuoso,88
15,Dog,Kevinton,Individual,1300,11,2023-02-09T00:00:00Z,mark Mays,harperdanielle@example.net,001-890-231-3672x1535,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",tarjeta,En camino,Sin comentario,74
14,Factor,East Janicemouth,Individual,300,10,2023-07-15T00:00:00Z,Cynthia Hayes,krystalmcdaniel@example.org,475336070987999,"848 Jimmy Hill Apt. 415 Stanleyside, MA 75473",efectivo,Entregado,Sin comentario,30
8,Administration,Briannaport,Increase,2600,11,2023-07-08T00:00:00Z,charles Williams,steelejulian@example.net,6022388997526,"29340 Murphy Parkway North Robert, KS 42070",tarjeta,Entregado,Producto defectuoso,42
8,Six,Andrewside,Group,700,27,2023-09-01T00:00:00Z,Jennifer Holmes,dhuber@example.com,110559261937727,"769 Dickerson Drive Jasminemouth, HI 08895",efectivo,Entregado,Producto defectuoso,74
25,Up,Port Kelly,Despite,1100,7,2023-11-20T00:00:00Z,Kelsey!lopez,harperdanielle@example.net,001-236-332-5014x39284,"50604 Anthony Villages New William, ME 95446",efectivo,Entregado,Producto defectuoso,55
19,Professor,Briannaport,Finish,900,17,2023-11-20T00:00:00Z,Angela Taylor,paul49@example.net,557.193.8141,"30768 Louis Mill Lake Carmen, LA 47934",efectivo,Entregado,Producto defectuoso,25
3,Song,Vasquezborough,Rich,3000,26,2023-11-20T00:00:00Z,david Norton,wliu@example.net,(101)988-9703x8562,"93043 Kiara Crossroad Port Amandachester, WI 16919",tarjeta,Entregado,Producto defectuoso,4
6,Democratic,Vasquezborough,Increase,200,11,2023-09-23T00:00:00Z,Crystal Chambers,eric87@example.org,475336070987999,"50604 Anthony Villages New William, ME 95446",tarjeta,Entregado,Producto defectuoso,25
16,Professor,Port Alexachester,Much,2400,13,2023-09-13T00:00:00Z,Dr. Monica Woods,cwilliams@example.com,2805046212,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",tarjeta,Entregado,Producto defectuoso,38
27,Base,East Janicemouth,Rich,300,11,2023-06-07T00:00:00Z,Crystal?chambers,vhill@example.org,0010962368217,"493 Cameron Ramp Veronicatown, MI 81010",efectivo,En camino,Producto defectuoso,53
19,Just,Larrychester,Leg,1300,9,2023-07-15T00:00:00Z,David Norton,karaware@example.net,0010962368217,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",efectivo,En camino,Producto defectuoso,83
25,Wait,Port Alexachester,Group,1300,21,2023-03-22T00:00:00Z,Benjamin Chan,lharmon@example.net,2661673098,"915 Mathis Camp Apt. 447 Thomastown, MS 44338",tarjeta,Entregado,Producto defectuoso,18
29,Wait,Kevinton,Matter,200,13,2023-07-15T00:00:00Z,Sharon Lowe,cwilliams@example.com,6128211834900,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",tarjeta,En camino,Sin comentario,25
23,Education,Lindaport,Rich,900,15,2023-07-25T00:00:00Z,michelle Mitchell,krystalmcdaniel@example.org,6128211834900,"915 Mathis Camp Apt. 447 Thomastown, MS 44338",tarjeta,En camino,Producto defectuoso,72
3,Involve,Lake Juan,North,1300,25,2023-07-10T00:00:00Z,Larry Welch,dhuber@example.com,557.193.8141,"233 Peterson Canyon Tranmouth, ND 40770",tarjeta,Entregado,Sin comentario,28
26,Focus,New Reginaldmouth,Leader,200,15,2023-03-14T00:00:00Z,Samantha Hodges,wwilson@example.org,475336070987999,"848 Jimmy Hill Apt. 415 Stanleyside, MA 75473",tarjeta,Entregado,Producto defectuoso,36
12,Home,East Brittany,Leader,2800,15,2023-11-20T00:00:00Z,Daniel Garcia,paul49@example.net,001594337542187814,"233 Peterson Canyon Tranmouth, ND 40770",efectivo,Entregado,Sin comentario,42
30,Present,South Timothyberg,Member,1300,11,2023-07-08T00:00:00Z,David Norton,eric24@example.com,6128211834900,"30768 Louis Mill Lake Carmen, LA 47934",efectivo,Entregado,Sin comentario,49
13,Staff,Jodichester,Budget,1100,27,2023-11-20T00:00:00Z,Brittney Guerra,karaware@example.net,621875126511205,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",tarjeta,Entregado,Producto defectuoso,87
5,Professor,Milesburgh,Grow,300,21,2023-06-07T00:00:00Z,Samantha Parker,rbrown@example.org,339100428204920,"848 Jimmy Hill Apt. 415 Stanleyside, MA 75473",efectivo,Entregado,Sin comentario,53
17,Dog,East Brittany,Individual,2600,13,2023-06-07T00:00:00Z,sean Mitchell,rdaugherty@example.net,2661673098,"0262 Cheryl Union Sampsonfurt, ME 63401",tarjeta,En camino,Sin comentario,88
18,Involve,South Thomas,Exist,2300,18,2023-07-15T00:00:00Z,Jennifer Holmes.,wwilson@example.org,621875126511205,"30768 Louis Mill Lake Carmen, LA 47934",efectivo,En camino,Sin comentario,88
22,Focus,Milesburgh,Pay,700,11,2023-02-09T00:00:00Z,Samantha Parker,sandersbeth@example.org,372.568.4886x317,"0262 Cheryl Union Sampsonfurt, ME 63401",tarjeta,Entregado,Producto defectuoso,19
18,Song,Jessechester,Step,2800,9,2023-11-20T00:00:00Z,Angela Taylor,parkerandrew@example.org,848-723-3346,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",efectivo,Entregado,Producto defectuoso,14
14,Democratic,East Brittany,Member,2000,16,2023-06-21T00:00:00Z,Karl Cardenas,rdaugherty@example.net,2805046212,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",efectivo,En camino,Producto defectuoso,28
16,Kitchen,East Leah,Pay,700,17,2023-03-13T00:00:00Z,sharon Lowe,eric87@example.org,110559261937727,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",efectivo,En camino,Producto defectuoso,83
30,Focus,Trujillofort,Member,1500,29,2023-06-28T00:00:00Z,Carla Orozco,paul49@example.net,110559261937727,"18235 Carl Garden Apt. 025 Lake Miranda, LA 16737",tarjeta,Entregado,Producto defectuoso,25
5,Owner,North Jasmine,Say,2000,22,2023-07-15T00:00:00Z,Sean Mitchell,sandersbeth@example.org,001-236-332-5014x39284,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",tarjeta,Entregado,Producto defectuoso,42
26,Song,East Brittany,Individual,200,23,2023-06-28T00:00:00Z,Mark Mays,wliu@example.net,372.568.4886x317,"664 Berger RapidSouth Suzanne, WV 68526",efectivo,Entregado,Producto defectuoso,39
9,Trade,North Brittney,Popular,1500,28,2023-05-06T00:00:00Z,Samantha Parker,karaware@example.net,(101)988-9703x8562,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,Entregado,Sin comentario,88
6,Owner,Courtneymouth,Tv,1300,12,2023-10-15T00:00:00Z,Juan Manning,karaware@example.net,848-723-3346,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",efectivo,Entregado,Producto defectuoso,27
10,Democratic,Lake Juan,Job,2300,13,2023-07-10T00:00:00Z,Karl*cardenas,karaware@example.net,848-723-3346,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",tarjeta,En camino,Sin comentario,25
19,Owner,North Brittney,Movement,600,23,2023-09-12T00:00:00Z,Daniel Garcia,harperdanielle@example.net,641-800-6599x2234,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",efectivo,Entregado,Producto defectuoso,21
10,Kitchen,Brendanberg,Exist,900,12,2023-06-17T00:00:00Z,Susan Harvey,steelejulian@example.net,525-194-7529,USS Fuller FPO AA 30334,tarjeta,Entregado,Sin comentario,53
27,Focus,East Brittany,Rich,1100,18,2023-09-13T00:00:00Z,david Norton,ydavid@example.com,(101)988-9703x8562,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,Entregado,Producto defectuoso,25
8,Education,Lindaport,Forward,700,13,2023-06-21T00:00:00Z,Larry Welch,schmidtkrystal@example.org,001-890-231-3672x1535,"30768 Louis Mill Lake Carmen, LA 47934",tarjeta,Entregado,Sin comentario,78
5,Involve,Andrewside,Despite,800,12,2023-01-14T00:00:00Z,Larry Welch,paul49@example.net,557.193.8141,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",tarjeta,Entregado,Producto defectuoso,87
10,Under,South Timothyberg,Exist,600,2,2023-09-01T00:00:00Z,Roger Stephens,brianboyd@example.org,5098210932647,"915 Mathis Camp Apt. 447 Thomastown, MS 44338",tarjeta,Entregado,Producto defectuoso,38
5,Present,Courtneymouth,Much,300,22,2023-09-01T00:00:00Z,Roger Stephens,wliu@example.net,339100428204920,"50604 Anthony Villages New William, ME 95446",efectivo,Entregado,Sin comentario,38
13,Education,Vasquezborough,Tv,1100,22,2023-06-17T00:00:00Z,Susan Harvey,hornebeth@example.com,001-236-332-5014x39284,"664 Berger RapidSouth Suzanne, WV 68526",tarjeta,Entregado,Producto defectuoso,74
29,Present,South Thomas,Movement,1300,11,2023-10-15T00:00:00Z,Cynthia Hayes,ydavid@example.com,110559261937727,"30768 Louis Mill Lake Carmen, LA 47934",tarjeta,En camino,Sin comentario,83
15,Door,Andrewside,Finish,2500,23,2023-01-14T00:00:00Z,kelsey Lopez,powersjimmy@example.org,6864990991,"PSC 2182, Box 8243 APO AP 79039",tarjeta,Entregado,Producto defectuoso,78
18,Focus,East Josephland,Much,600,16,2023-04-14T00:00:00Z,Michelle Mitchell,ydavid@example.com,8708608083698,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",tarjeta,En camino,Sin comentario,42
1,Present,East Leah,Spring,2100,24,2023-09-01T00:00:00Z,Benjamin Chan,parkerandrew@example.org,525-194-7529,"493 Cameron Ramp Veronicatown, MI 81010",tarjeta,Entregado,Producto defectuoso,36
30,Create,Valerietown,At,200,21,2023-06-28T00:00:00Z,Larry Welch,hornebeth@example.com,001594337542187814,"PSC 2182, Box 8243 APO AP 79039",efectivo,En camino,Producto defectuoso,36
28,Door,Jodichester,Leader,200,27,2023-06-07T00:00:00Z,Karl Cardenas,vhill@example.org,5098210932647,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",efectivo,Entregado,Producto defectuoso,12
2,Create,Susanton,Leader,2400,28,2023-02-09T00:00:00Z,Carla Orozco,dhuber@example.com,372.568.4886x317,"67032 Megan Cliffs Suite 876 Loveside, SD 53246",tarjeta,Entregado,Producto defectuoso,39
11,Education,New Reginaldmouth,Despite,1300,22,2023-02-09T00:00:00Z,Mark Mays,karaware@example.net,5098210932647,"025 Billy Row Lisaside, AR 96338",tarjeta,Entregado,Producto defectuoso,55
24,Trade,Valerietown,Spring,1100,27,2022-12-04T00:00:00Z,David Scott,paul02@example.com,475336070987999,"PSC 2182, Box 8243 APO AP 79039",tarjeta,Entregado,Producto defectuoso,83
26,Focus,Port Kelly,Forward,900,22,2023-06-07T00:00:00Z,Mark Mays,wwilson@example.org,6128211834900,"37970 Hudson Falls Downshaven, PA 58533",efectivo,Entregado,Producto defectuoso,28
21,Operation,East Brittany,Spring,700,14,2023-03-14T00:00:00Z,Dr. Monica Woods,eric24@example.com,475336070987999,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",tarjeta,En camino,Producto defectuoso,83
14,Administration,Trujillofort,Increase,700,2,2023-01-18T00:00:00Z,Sharon Lowe,parkerandrew@example.org,001-557-543-1910,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",tarjeta,En camino,Producto defectuoso,49
26,Owner,Lake Juan,Movement,700,23,2023-07-25T00:00:00Z,Andrew Mitchell,lweaver@example.org,001-236-332-5014x39284,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",tarjeta,Entregado,Producto defectuoso,39
14,Trade,Lindaport,Forward,1600,29,2023-04-14T00:00:00Z,David Scott,schmidtkrystal@example.org,372.568.4886x317,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,En camino,Producto defectuoso,28
20,Focus,East Jonathan,Job,1600,23,2023-06-07T00:00:00Z,Susan Harvey,wliu@example.net,0013389556200,"0827 Jill Cape Suite 299 Angieport, DC 15542",efectivo,Entregado,Producto defectuoso,78
22,Create,Jodichester,Group,2300,10,2023-08-13T00:00:00Z,Lisa Stafford,hornebeth@example.com,2661673098,"848 Jimmy Hill Apt. 415 Stanleyside, MA 75473",efectivo,Entregado,Producto defectuoso,87
5,Staff,Port Kelly,Job,2800,12,2023-07-25T00:00:00Z,Dr. Monica Woods,walkerraven@example.net,001419330387387349,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",tarjeta,Entregado,Producto defectuoso,72
23,Home,Port Kelly,Leg,2600,12,2023-09-23T00:00:00Z,Samantha Hodges,matthew29@example.com,001594337542187814,"7474 Sean Pine Frazierchester, OK 57469",efectivo,En camino,Sin comentario,97
9,Song,Jodichester,Movement,2500,22,2023-07-10T00:00:00Z,Susan Harvey,hornebeth@example.com,110559261937727,"50604 Anthony Villages New William, ME 95446",efectivo,En camino,Sin comentario,14
21,Door,Lindaport,Popular,2100,14,2023-05-05T00:00:00Z,David Scott,estesjon@example.org,1753175834,"0827 Jill Cape Suite 299 Angieport, DC 15542",tarjeta,Entregado,Producto defectuoso,12
30,Wait,Lake Juan,Movement,2400,8,2023-07-15T00:00:00Z,Sean Mitchell,wwilson@example.org,2805046212,"29340 Murphy Parkway North Robert, KS 42070",tarjeta,En camino,Sin comentario,38
15,Up,Lindaport,Industry,200,14,2023-07-10T00:00:00Z,Charles Williams,karaware@example.net,641-800-6599x2234,"PSC 2182, Box 8243 APO AP 79039",efectivo,En camino,Producto defectuoso,24
17,Choice,South Thomas,Leg,2100,9,2023-03-14T00:00:00Z,Kelsey Lopez,brianboyd@example.org,8572628794,"0262 Cheryl Union Sampsonfurt, ME 63401",tarjeta,Entregado,Producto defectuoso,30
24,Choice,Lindaport,Finish,2500,25,2023-06-06T00:00:00Z,Roger Stephens,estesjon@example.org,8708608083698,"29340 Murphy Parkway North Robert, KS 42070",tarjeta,Entregado,Sin comentario,42
13,Firm,Kevinton,Much,2500,28,2023-01-18T00:00:00Z,Robert Bryant,paul02@example.com,0010962368217,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,Entregado,Producto defectuoso,72
26,Democratic,Nguyenshire,Movement,1300,14,2023-07-10T00:00:00Z,Larry Welch,schmidtkrystal@example.org,001-890-231-3672x1535,"7474 Sean Pine Frazierchester, OK 57469",efectivo,Entregado,Sin comentario,53
27,Up,Trujillofort,Exist,300,28,2023-02-09T00:00:00Z,Robert Bryant,hornebeth@example.com,1753175834,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",tarjeta,En camino,Producto defectuoso,27
4,Operation,Trujillofort,Leg,300,16,2023-08-13T00:00:00Z,Daniel Garcia,karaware@example.net,0013389556200,"50604 Anthony Villages New William, ME 95446",tarjeta,Entregado,Producto defectuoso,19
19,Choice,Valerietown,Grow,300,22,2023-07-15T00:00:00Z,Carla Orozco,matthew29@example.com,848-723-3346,"50604 Anthony Villages New William, ME 95446",tarjeta,Entregado,Producto defectuoso,72
11,Just,Port Kelly,North,2300,27,2023-06-06T00:00:00Z,Larry Welch,harperdanielle@example.net,6128211834900,"025 Billy RowLisaside, AR 96338",tarjeta,En camino,Sin comentario,78
14,Worry,Vasquezborough,Whom,300,11,2023-09-12T00:00:00Z,.Carla Orozco,eric24@example.com,6864990991,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",efectivo,En camino,Producto defectuoso,98
5,Door,North Thomastown,Exist,2600,14,2023-03-22T00:00:00Z,Michelle Mitchell,estesjon@example.org,6304696433,"7474 Sean Pine Frazierchester, OK 57469",tarjeta,Entregado,Producto defectuoso,36
30,Create,Port Alexachester,Grow,2300,23,2023-07-25T00:00:00Z,Andrew Mitchell.,lharmon@example.net,339100428204920,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",tarjeta,En camino,Producto defectuoso,21
13,Administration,Jessechester,Finish,2100,11,2023-01-04T00:00:00Z,Sharon Lowe,sandersbeth@example.org,6304696433,"29340 Murphy Parkway North Robert, KS 42070",efectivo,Entregado,Sin comentario,54
27,Six,Briannaport,Pay,300,23,2023-10-15T00:00:00Z,Daniel Garcia.,harperdanielle@example.net,0010962368217,"233 Peterson Canyon Tranmouth, ND 40770",tarjeta,En camino,Producto defectuoso,14
28,Democratic,West Charles,Individual,900,24,2023-09-13T00:00:00Z,Crystal Chambers,rbrown@example.org,4914742586,"4412 Lee Dam Apt. 872 Hunterbury, HI 03589",efectivo,Entregado,Sin comentario,14
24,Create,Port Kelly,Despite,2000,16,2023-02-09T00:00:00Z,jennifer Holmes,estesjon@example.org,339100428204920,"025 Billy RowLisaside, AR 96338",efectivo,En camino,Producto defectuoso,74
5,Professor,Briannaport,Popular,900,28,2023-07-08T00:00:00Z,Larry Welch,powersjimmy@example.org,110559261937727,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",efectivo,Entregado,Sin comentario,72
29,Food,Jodichester,Whom,2100,30,2023-06-17T00:00:00Z,Alan Bird,vhill@example.org,475336070987999,"493 Cameron Ramp Veronicatown, MI 81010",efectivo,Entregado,Producto defectuoso,42
14,Democratic,North Thomastown,Grow,1500,22,2023-07-08T00:00:00Z,david Scott,hornebeth@example.com,4914742586,"30768 Louis Mill Lake Carmen, LA 47934",tarjeta,Entregado,Producto defectuoso,19
22,Up,Port Kelly,Budget,3000,24,2023-09-13T00:00:00Z,Carla Orozco,matthew29@example.com,475336070987999,"30768 Louis Mill Lake Carmen, LA 47934",efectivo,Entregado,Producto defectuoso,78
26,Song,Jodichester,Job,2600,2,2023-09-23T00:00:00Z,Crystal Chambers,sandersbeth@example.org,2661673098,"848 Jimmy Hill Apt. 415 Stanleyside, MA 75473",efectivo,En camino,Producto defectuoso,54
15,Democratic,East Leah,Leader,1500,28,2023-08-27T00:00:00Z,Karl Cardenas,briangonzales@example.net,475336070987999,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",tarjeta,En camino,Producto defectuoso,38
30,If,South Timothyberg,Budget,1600,11,2023-11-20T00:00:00Z,.David Scott,eric87@example.org,0013389556200,"915 Mathis Camp Apt. 447 Thomastown, MS 44338",tarjeta,Entregado,Producto defectuoso,88
6,Wait,North Thomastown,Popular,300,18,2023-03-22T00:00:00Z,Lisa Stafford,david09@example.com,6022388997526,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",efectivo,En camino,Producto defectuoso,53
29,Up,Briannaport,Still,1500,7,2022-12-04T00:00:00Z,Brittney Guerra,edward94@example.org,6304696433,"93043 Kiara Crossroad Port Amandachester, WI 16919",efectivo,En camino,Producto defectuoso,54
15,Just,Courtneymouth,Increase,700,23,2023-09-13T00:00:00Z,Karl Cardenas,cwilliams@example.com,848-723-3346,"4412 Lee Dam Apt. 872 Hunterbury, HI 03589",efectivo,Entregado,Sin comentario,97
23,Administration,Lake Juan,Job,1100,8,2023-07-25T00:00:00Z,benjamin Chan,vhill@example.org,525-194-7529,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",efectivo,Entregado,Producto defectuoso,55
13,Trade,South Thomas,Popular,900,7,2023-09-23T00:00:00Z,Karl Cardenas,dhuber@example.com,0010962368217,"30768 Louis MillLake Carmen, LA 47934",tarjeta,Entregado,Sin comentario,74
25,Choice,Port Alexachester,Matter,700,29,2022-12-04T00:00:00Z,Daniel Garcia,matthew29@example.com,0013389556200,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",tarjeta,En camino,Producto defectuoso,38
11,Involve,North Brittney,Tv,2100,21,2023-06-21T00:00:00Z,Samantha?parker,cwilliams@example.com,(101)988-9703x8562,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,Entregado,Sin comentario,54
7,Under,East Brittany,Grow,700,11,2023-03-22T00:00:00Z,Cynthia Hayes,krystalmcdaniel@example.org,110559261937727,"664 Berger RapidSouth Suzanne, WV 68526",efectivo,Entregado,Producto defectuoso,43
15,Involve,South Timothyberg,Leader,200,24,2023-08-17T00:00:00Z,Brittney Guerra,dhuber@example.com,475336070987999,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",efectivo,Entregado,Sin comentario,97
22,Six,Port Kelly,Whom,2300,11,2023-09-12T00:00:00Z,Sharon Lowe,lweaver@example.org,001594337542187814,"18235 Carl Garden Apt. 025 Lake Miranda, LA 16737",tarjeta,En camino,Producto defectuoso,24
7,Staff,Andrewside,Group,900,23,2023-05-05T00:00:00Z,susan Harvey,wwilson@example.org,2805046212,"67032 Megan Cliffs Suite 876 Loveside, SD 53246",efectivo,Entregado,Producto defectuoso,12
3,Choice,East Jonathan,Group,1300,27,2023-05-06T00:00:00Z,Benjamin Chan,lweaver@example.org,4914742586,"0827 Jill Cape Suite 299 Angieport, DC 15542",tarjeta,En camino,Producto defectuoso,39
22,Operation,Lake Juan,Individual,800,24,2023-08-13T00:00:00Z,Samantha Hodges,briangonzales@example.net,6022388997526,"29340 Murphy Parkway North Robert, KS 42070",tarjeta,En camino,Producto defectuoso,88
6,Door,Jodichester,Letter,2800,27,2023-10-15T00:00:00Z,adam Mueller,karaware@example.net,475336070987999,"025 Billy RowLisaside, AR 96338",tarjeta,Entregado,Sin comentario,42
17,Food,Milesburgh,Increase,300,13,2023-06-17T00:00:00Z,Charles Williams,briangonzales@example.net,8572628794,"93043 Kiara Crossroad Port Amandachester, WI 16919",tarjeta,En camino,Producto defectuoso,19
6,Staff,Brendanberg,Popular,1300,2,2023-09-23T00:00:00Z,adam Mueller,powersjimmy@example.org,001-890-231-3672x1535,"18235 Carl Garden Apt. 025 Lake Miranda, LA 16737",tarjeta,En camino,Sin comentario,30
5,Factor,Trujillofort,Step,200,2,2023-06-07T00:00:00Z,Susan Harvey,ydavid@example.com,641-800-6599x2234,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",efectivo,Entregado,Producto defectuoso,42
27,Worry,Lindaport,Budget,3000,29,2023-07-08T00:00:00Z,Michelle Mitchell,hornebeth@example.com,848-723-3346,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",tarjeta,En camino,Producto defectuoso,12
11,Focus,Andrewside,Whom,1100,8,2023-06-21T00:00:00Z,Alan Bird,eric87@example.org,8572628794,"93043 Kiara Crossroad Port Amandachester, WI 16919",tarjeta,Entregado,Producto defectuoso,14
28,Operation,Susanton,Member,1100,25,2023-08-13T00:00:00Z,Carla Orozco,wliu@example.net,475336070987999,"4412 Lee Dam Apt. 872 Hunterbury, HI 03589",tarjeta,En camino,Producto defectuoso,36
3,If,Lindaport,Tv,300,11,2023-09-13T00:00:00Z,Angela Taylor,rdaugherty@example.net,339100428204920,USS Fuller FPO AA 30334,efectivo,Entregado,Producto defectuoso,55
12,Professor,East Brittany,Matter,2800,16,2023-07-25T00:00:00Z,Jessica Davis,edward94@example.org,001-557-543-1910,"664 Berger RapidSouth Suzanne, WV 68526",efectivo,En camino,Producto defectuoso,12
27,Base,Trujillofort,Whom,1100,27,2023-06-06T00:00:00Z,Carla Orozco,wwilson@example.org,848-723-3346,"233 Peterson Canyon Tranmouth, ND 40770",efectivo,Entregado,Producto defectuoso,18
23,Door,North Brittney,Group,1500,15,2023-06-21T00:00:00Z,Jessica Davis,edward94@example.org,6128211834900,"37970 Hudson Falls Downshaven, PA 58533",tarjeta,Entregado,Sin comentario,21
25,Home,Larrychester,Member,2500,16,2022-12-04T00:00:00Z,Kelsey Lopez,paul49@example.net,001-236-332-5014x39284,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",efectivo,Entregado,Sin comentario,12
3,Up,North Thomastown,Budget,200,18,2023-01-18T00:00:00Z,Juan Manning,matthew29@example.com,525-194-7529,"67032 Megan Cliffs Suite 876 Loveside, SD 53246",efectivo,Entregado,Sin comentario,4
10,Dog,South Timothyberg,Forward,1100,17,2023-06-06T00:00:00Z,samantha Hodges,harperdanielle@example.net,1753175834,"025 Billy RowLisaside, AR 96338",tarjeta,Entregado,Producto defectuoso,49
9,Create,Briannaport,Grow,1100,23,2023-07-25T00:00:00Z,Dr. Monica Woods,rbrown@example.org,5098210932647,"29340 Murphy Parkway North Robert, KS 42070",efectivo,En camino,Producto defectuoso,88
25,Six,Lake Juan,At,2500,27,2023-03-22T00:00:00Z,Charles Williams,dhuber@example.com,1753175834,"025 Billy RowLisaside, AR 96338",efectivo,Entregado,Producto defectuoso,97
16,If,New Reginaldmouth,Group,1100,29,2023-05-05T00:00:00Z,Adam Mueller,steelejulian@example.net,1753175834,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",tarjeta,Entregado,Producto defectuoso,54
29,Dog,Courtneymouth,Whom,300,25,2023-06-17T00:00:00Z,Carla Orozco,paul49@example.net,339100428204920,"29340 Murphy Parkway North Robert, KS 42070",tarjeta,Entregado,Producto defectuoso,38
1,Owner,Andrewside,Job,800,16,2023-11-20T00:00:00Z,mark Mays,karaware@example.net,557.193.8141,"025 Billy RowLisaside, AR 96338",tarjeta,Entregado,Sin comentario,19
10,Staff,South Timothyberg,Tv,1500,14,2022-12-04T00:00:00Z,Mark Mays,david09@example.com,4914742586,"0827 Jill Cape Suite 299 Angieport, DC 15542",tarjeta,Entregado,Producto defectuoso,28
4,Kitchen,Larrychester,Increase,1300,26,2023-06-21T00:00:00Z,Susan Harvey,lharmon@example.net,001-236-332-5014x39284,"233 Peterson Canyon Tranmouth, ND 40770",tarjeta,Entregado,Producto defectuoso,21
6,Just,North Thomastown,Forward,900,2,2023-03-13T00:00:00Z,Roger Stephens,edward94@example.org,8572628794,"93043 Kiara Crossroad Port Amandachester, WI 16919",efectivo,Entregado,Producto defectuoso,53
